gene,compare,medianP,meanlogFC,DEGtype,Gene_Name,
ENSG00000050426,D5/D6,0.0405,0.183,non-DEG,LETMD1,
ENSG00000050438,D5/D6,0.000255,-0.941,down-regulate,SLC4A8,
ENSG00000050730,D5/D6,0.00345,-1.796,down-regulate,TNIP3,
ENSG00000051108,D5/D6,5.55E-06,-0.556,non-DEG,HERPUD1,
ENSG00000051128,D5/D6,0.0867,0.302,non-DEG,HOMER3,
ENSG00000051180,D5/D6,0.0347,0.461,non-DEG,RAD51,
ENSG00000051341,D5/D6,0.000557,-0.551,non-DEG,POLQ,
ENSG00000051382,D5/D6,0.00754,-0.276,non-DEG,PIK3CB,
ENSG00000051523,D5/D6,0.198,-0.056,non-DEG,CYBA,
ENSG00000051596,D5/D6,0.0368,0.203,non-DEG,THOC3,
ENSG00000051620,D5/D6,0.0117,0.208,non-DEG,HEBP2,
ENSG00000052723,D5/D6,0.0372,0.146,non-DEG,SIKE1,
ENSG00000052749,D5/D6,6.31E-05,0.506,non-DEG,RRP12,
ENSG00000052795,D5/D6,4.27E-08,-0.991,down-regulate,FNIP2,
ENSG00000052802,D5/D6,0.000251,-0.387,non-DEG,MSMO1,
ENSG00000052841,D5/D6,0.107,0.103,non-DEG,TTC17,
ENSG00000053254,D5/D6,0.00515,0.227,non-DEG,FOXN3,
ENSG00000053372,D5/D6,2.51E-05,0.507,non-DEG,MRTO4,
ENSG00000053438,D5/D6,0.123,0.185,non-DEG,NNAT,
ENSG00000053524,D5/D6,0.0213,-0.482,non-DEG,MCF2L2,
ENSG00000053918,D5/D6,0.00888,-1.135,down-regulate,KCNQ1,
ENSG00000054116,D5/D6,0.025,0.17,non-DEG,TRAPPC3,
ENSG00000054118,D5/D6,0.0221,0.092,non-DEG,THRAP3,
ENSG00000054148,D5/D6,0.00955,-0.195,non-DEG,PHPT1,
ENSG00000054179,D5/D6,1.53E-06,2.149,up-regulate,ENTPD2,
ENSG00000054219,D5/D6,0.0658,0.005,non-DEG,LY75,
ENSG00000054277,D5/D6,0.0388,0.284,non-DEG,OPN3,
ENSG00000054392,D5/D6,0.0432,-0.15,non-DEG,HHAT,
ENSG00000054523,D5/D6,0.0195,0.146,non-DEG,KIF1B,
ENSG00000054598,D5/D6,0.000374,0.804,non-DEG,FOXC1,
ENSG00000054654,D5/D6,8.12E-07,-0.52,non-DEG,SYNE2,
ENSG00000054690,D5/D6,0.0696,0.399,non-DEG,PLEKHH1,
ENSG00000054793,D5/D6,0.0747,0.454,non-DEG,ATP9A,
ENSG00000054965,D5/D6,5.31E-05,-0.541,non-DEG,FAM168A,
ENSG00000054983,D5/D6,0.263,-0.163,non-DEG,GALC,
ENSG00000055044,D5/D6,0.000385,0.357,non-DEG,NOP58,
ENSG00000055070,D5/D6,0.195,-0.064,non-DEG,SZRD1,
ENSG00000055130,D5/D6,0.0621,0.102,non-DEG,CUL1,
ENSG00000055147,D5/D6,0.00792,-0.244,non-DEG,FAM114A2,
ENSG00000055163,D5/D6,0.0365,-0.078,non-DEG,CYFIP2,
ENSG00000055208,D5/D6,0.219,-0.13,non-DEG,TAB2,
ENSG00000055332,D5/D6,0.0858,0.051,non-DEG,EIF2AK2,
ENSG00000055483,D5/D6,0.000522,0.361,non-DEG,USP36,
ENSG00000055732,D5/D6,9.97E-06,0.715,non-DEG,MCOLN3,
ENSG00000055917,D5/D6,0.000421,0.227,non-DEG,PUM2,
ENSG00000055957,D5/D6,0.0119,-1.482,down-regulate,ITIH1,
ENSG00000056050,D5/D6,0.108,-0.137,non-DEG,HPF1,
ENSG00000056097,D5/D6,0.0405,0.093,non-DEG,ZFR,
ENSG00000056277,D5/D6,8.56E-05,0.509,non-DEG,ZNF280C,
ENSG00000056487,D5/D6,2.51E-05,2.045,up-regulate,PHF21B,
ENSG00000056558,D5/D6,5.44E-10,-1.378,down-regulate,TRAF1,
ENSG00000056586,D5/D6,0.194,0.06,non-DEG,RC3H2,
ENSG00000056736,D5/D6,0.0117,0.27,non-DEG,IL17RB,
ENSG00000056972,D5/D6,0.00911,-0.247,non-DEG,TRAF3IP2,
ENSG00000057019,D5/D6,2.08E-05,0.894,non-DEG,DCBLD2,
ENSG00000057252,D5/D6,5.11E-07,0.618,non-DEG,SOAT1,
ENSG00000057608,D5/D6,0.0156,0.11,non-DEG,GDI2,
ENSG00000057657,D5/D6,1.35E-08,-1.978,down-regulate,PRDM1,
ENSG00000057704,D5/D6,0.000278,-0.36,non-DEG,TMCC3,
ENSG00000057935,D5/D6,0.131,-0.198,non-DEG,MTA3,
ENSG00000058056,D5/D6,4.24E-05,0.526,non-DEG,USP13,
ENSG00000058091,D5/D6,3.06E-06,-0.817,non-DEG,CDK14,
ENSG00000058335,D5/D6,0.000291,-0.787,non-DEG,RASGRF1,
ENSG00000058453,D5/D6,0.00026,0.565,non-DEG,CROCC,
ENSG00000058600,D5/D6,8.17E-06,0.578,non-DEG,POLR3E,
ENSG00000058668,D5/D6,0.00182,-0.605,non-DEG,ATP2B4,
ENSG00000058729,D5/D6,0.155,0.108,non-DEG,RIOK2,
ENSG00000058799,D5/D6,0.00158,-0.353,non-DEG,YIPF1,
ENSG00000058804,D5/D6,4.28E-05,0.473,non-DEG,NDC1,
ENSG00000058866,D5/D6,1.06E-07,-2.91,down-regulate,DGKG,
ENSG00000059122,D5/D6,0.0247,-0.177,non-DEG,FLYWCH1,
ENSG00000059377,D5/D6,1.57E-06,-1.756,down-regulate,TBXAS1,
ENSG00000059378,D5/D6,0.0088,-0.174,non-DEG,PARP12,
ENSG00000059573,D5/D6,1.11E-05,0.408,non-DEG,ALDH18A1,
ENSG00000059588,D5/D6,0.000189,0.211,non-DEG,TARBP1,
ENSG00000059728,D5/D6,0.11,0.788,non-DEG,MXD1,
ENSG00000059758,D5/D6,0.046,-0.095,non-DEG,CDK17,
ENSG00000060069,D5/D6,0.0128,0.159,non-DEG,CTDP1,
ENSG00000060138,D5/D6,0.00169,0.302,non-DEG,YBX3,
ENSG00000060237,D5/D6,0.0318,0.177,non-DEG,WNK1,
ENSG00000060558,D5/D6,1.23E-07,-1.57,down-regulate,GNA15,
ENSG00000060656,D5/D6,0.0767,-0.545,non-DEG,PTPRU,
ENSG00000060688,D5/D6,0.00657,0.3,non-DEG,SNRNP40,
ENSG00000060749,D5/D6,0.201,0.112,non-DEG,QSER1,
ENSG00000060762,D5/D6,5.78E-06,1.101,up-regulate,MPC1,
ENSG00000060971,D5/D6,0.000178,-0.481,non-DEG,ACAA1,
ENSG00000060982,D5/D6,3.25E-08,0.804,non-DEG,BCAT1,
ENSG00000061273,D5/D6,0.00877,0.21,non-DEG,HDAC7,
ENSG00000061656,D5/D6,0.00179,-0.628,non-DEG,SPAG4,
ENSG00000061676,D5/D6,0.00221,0.221,non-DEG,NCKAP1,
ENSG00000061794,D5/D6,0.0142,0.361,non-DEG,MRPS35,
ENSG00000061918,D5/D6,1.28E-05,-1.253,down-regulate,GUCY1B1,
ENSG00000061938,D5/D6,0.000154,-0.353,non-DEG,TNK2,
ENSG00000061987,D5/D6,0.000386,-0.372,non-DEG,MON2,
ENSG00000062194,D5/D6,0.0207,-0.13,non-DEG,GPBP1,
ENSG00000062282,D5/D6,0.185,0.284,non-DEG,DGAT2,
ENSG00000062370,D5/D6,4.01E-06,-2.051,down-regulate,ZNF112,
ENSG00000062485,D5/D6,0.278,0.191,non-DEG,CS,
ENSG00000062716,D5/D6,3.83E-07,-0.646,non-DEG,VMP1,
ENSG00000062822,D5/D6,0.00168,0.333,non-DEG,POLD1,
ENSG00000063015,D5/D6,0.0125,-0.69,non-DEG,SEZ6,
ENSG00000063046,D5/D6,6.25E-07,0.397,non-DEG,EIF4B,
ENSG00000063127,D5/D6,0.00768,-0.413,non-DEG,SLC6A16,
ENSG00000063176,D5/D6,0.0334,-0.19,non-DEG,SPHK2,
ENSG00000063177,D5/D6,1.69E-06,0.448,non-DEG,RPL18,
ENSG00000063180,D5/D6,0.00269,0.643,non-DEG,CA11,
ENSG00000063244,D5/D6,0.00482,0.175,non-DEG,U2AF2,
ENSG00000063245,D5/D6,0.0135,-0.175,non-DEG,EPN1,
ENSG00000063438,D5/D6,3.64E-06,-0.77,non-DEG,AHRR,
ENSG00000063761,D5/D6,0.0049,0.457,non-DEG,ADCK1,
ENSG00000063978,D5/D6,0.0993,-0.357,non-DEG,RNF4,
ENSG00000064012,D5/D6,0.209,0.1,non-DEG,CASP8,
ENSG00000064102,D5/D6,1.20E-05,0.652,non-DEG,INTS13,
ENSG00000064199,D5/D6,0.0701,-0.373,non-DEG,SPA17,
ENSG00000064225,D5/D6,0.000932,0.527,non-DEG,ST3GAL6,
ENSG00000064393,D5/D6,1.91E-06,-0.575,non-DEG,HIPK2,
ENSG00000064547,D5/D6,0.0129,0.278,non-DEG,LPAR2,
ENSG00000064601,D5/D6,0.0115,0.184,non-DEG,CTSA,
ENSG00000064607,D5/D6,0.000895,0.297,non-DEG,SUGP2,
ENSG00000064651,D5/D6,0.105,-0.108,non-DEG,SLC12A2,
ENSG00000064652,D5/D6,0.0163,-0.414,non-DEG,SNX24,
ENSG00000064666,D5/D6,0.285,0.062,non-DEG,CNN2,
ENSG00000064687,D5/D6,5.94E-06,-0.814,non-DEG,ABCA7,
ENSG00000064703,D5/D6,0.0852,0.171,non-DEG,DDX20,
ENSG00000064726,D5/D6,0.000357,0.279,non-DEG,BTBD1,
ENSG00000064763,D5/D6,0.00819,-0.931,down-regulate,FAR2,
ENSG00000064787,D5/D6,0.023,-0.181,non-DEG,BCAS1,
ENSG00000064886,D5/D6,0.0219,0.193,non-DEG,CHI3L2,
ENSG00000064932,D5/D6,9.83E-06,-0.604,non-DEG,SBNO2,
ENSG00000064933,D5/D6,0.0023,0.295,non-DEG,PMS1,
ENSG00000064989,D5/D6,0.000129,-0.882,non-DEG,CALCRL,
ENSG00000064999,D5/D6,0.016,0.152,non-DEG,ANKS1A,
ENSG00000065000,D5/D6,0.000342,0.337,non-DEG,AP3D1,
ENSG00000065054,D5/D6,0.0116,-1.31,down-regulate,SLC9A3R2,
ENSG00000065057,D5/D6,0.0139,0.409,non-DEG,NTHL1,
ENSG00000065150,D5/D6,3.01E-05,0.287,non-DEG,IPO5,
ENSG00000065154,D5/D6,6.86E-06,0.938,non-DEG,OAT,
ENSG00000065183,D5/D6,3.76E-06,0.535,non-DEG,WDR3,
ENSG00000065268,D5/D6,0.00444,0.32,non-DEG,WDR18,
ENSG00000065308,D5/D6,2.91E-05,0.393,non-DEG,TRAM2,
ENSG00000065320,D5/D6,0.0014,-0.65,non-DEG,NTN1,
ENSG00000065357,D5/D6,0.0505,0.14,non-DEG,DGKA,
ENSG00000065413,D5/D6,0.0681,0.01,non-DEG,ANKRD44,
ENSG00000065427,D5/D6,0.000284,0.308,non-DEG,KARS1,
ENSG00000065457,D5/D6,0.0265,0.153,non-DEG,ADAT1,
ENSG00000065485,D5/D6,0.0138,0.213,non-DEG,PDIA5,
ENSG00000065491,D5/D6,0.0016,-0.297,non-DEG,TBC1D22B,
ENSG00000065518,D5/D6,0.068,-0.189,non-DEG,NDUFB4,
ENSG00000065548,D5/D6,0.0115,0.214,non-DEG,ZC3H15,
ENSG00000065559,D5/D6,0.0833,-0.108,non-DEG,MAP2K4,
ENSG00000065600,D5/D6,0.0193,0.209,non-DEG,PACC1,
ENSG00000065613,D5/D6,0.00055,0.301,non-DEG,SLK,
ENSG00000065665,D5/D6,0.0197,-0.293,non-DEG,SEC61A2,
ENSG00000065809,D5/D6,7.14E-06,-0.467,non-DEG,FAM107B,
ENSG00000065833,D5/D6,2.41E-05,-0.66,non-DEG,ME1,
ENSG00000065882,D5/D6,0.00037,-0.309,non-DEG,TBC1D1,
ENSG00000065923,D5/D6,0.0037,-0.129,non-DEG,SLC9A7,
ENSG00000065978,D5/D6,0.000123,0.385,non-DEG,YBX1,
ENSG00000066032,D5/D6,2.01E-05,1.498,up-regulate,CTNNA2,
ENSG00000066044,D5/D6,0.0073,0.161,non-DEG,ELAVL1,
ENSG00000066056,D5/D6,2.85E-05,-2.028,down-regulate,TIE1,
ENSG00000066084,D5/D6,0.00093,0.164,non-DEG,DIP2B,
ENSG00000066230,D5/D6,0.00362,0.437,non-DEG,SLC9A3,
ENSG00000066279,D5/D6,9.28E-05,-0.58,non-DEG,ASPM,
ENSG00000066294,D5/D6,3.79E-07,-0.928,non-DEG,CD84,
ENSG00000066322,D5/D6,0.0198,-0.179,non-DEG,ELOVL1,
ENSG00000066336,D5/D6,0.0162,-0.307,non-DEG,SPI1,
ENSG00000066557,D5/D6,0.0542,-0.139,non-DEG,LRRC40,
ENSG00000066583,D5/D6,0.00237,-0.252,non-DEG,ISOC1,
ENSG00000066739,D5/D6,0.00431,0.147,non-DEG,ATG2B,
ENSG00000066827,D5/D6,0.0238,0.174,non-DEG,ZFAT,
ENSG00000066855,D5/D6,0.157,-0.126,non-DEG,MTFR1,
ENSG00000066923,D5/D6,3.22E-08,-1.289,down-regulate,STAG3,
ENSG00000066926,D5/D6,0.0107,0.204,non-DEG,FECH,
ENSG00000066933,D5/D6,0.000106,-0.391,non-DEG,MYO9A,
ENSG00000067057,D5/D6,2.92E-06,0.496,non-DEG,PFKP,
ENSG00000067064,D5/D6,0.0767,0.112,non-DEG,IDI1,
ENSG00000067141,D5/D6,0.0141,0.453,non-DEG,NEO1,
ENSG00000067167,D5/D6,0.00309,-0.21,non-DEG,TRAM1,
ENSG00000067177,D5/D6,0.00183,-1.154,down-regulate,PHKA1,
ENSG00000067191,D5/D6,0.00662,0.372,non-DEG,CACNB1,
ENSG00000067208,D5/D6,0.0172,-0.234,non-DEG,EVI5,
ENSG00000067225,D5/D6,0.0111,-0.191,non-DEG,PKM,
ENSG00000067334,D5/D6,0.111,0.073,non-DEG,DNTTIP2,
ENSG00000067369,D5/D6,0.0827,0.108,non-DEG,TP53BP1,
ENSG00000067445,D5/D6,0.00291,-1.299,down-regulate,TRO,
ENSG00000067533,D5/D6,0.000596,0.348,non-DEG,RRP15,
ENSG00000067596,D5/D6,0.000571,0.234,non-DEG,DHX8,
ENSG00000067606,D5/D6,1.67E-06,1.95,up-regulate,PRKCZ,
ENSG00000067704,D5/D6,3.91E-05,0.356,non-DEG,IARS2,
ENSG00000067836,D5/D6,0.00221,0.407,non-DEG,ROGDI,
ENSG00000067840,D5/D6,0.205,0.582,up-regulate,PDZD4,
ENSG00000067955,D5/D6,0.039,0.297,non-DEG,CBFB,
ENSG00000068001,D5/D6,0.00305,0.567,non-DEG,HYAL2,
ENSG00000068024,D5/D6,0.00078,0.377,non-DEG,HDAC4,
ENSG00000068079,D5/D6,0.105,-0.107,non-DEG,IFI35,
ENSG00000068137,D5/D6,0.00429,0.32,non-DEG,PLEKHH3,
ENSG00000068305,D5/D6,0.0027,0.177,non-DEG,MEF2A,
ENSG00000068308,D5/D6,0.0964,-0.117,non-DEG,OTUD5,
ENSG00000068323,D5/D6,0.00324,-0.238,non-DEG,TFE3,
ENSG00000068366,D5/D6,2.53E-08,-1.213,down-regulate,ACSL4,
ENSG00000068383,D5/D6,0.0103,-0.223,non-DEG,INPP5A,
ENSG00000068438,D5/D6,0.132,0.096,non-DEG,FTSJ1,
ENSG00000068489,D5/D6,0.00106,-0.598,non-DEG,PRR11,
ENSG00000068615,D5/D6,0.00172,0.976,up-regulate,REEP1,
ENSG00000068650,D5/D6,0.000111,0.442,non-DEG,ATP11A,
ENSG00000068654,D5/D6,9.27E-07,0.543,non-DEG,POLR1A,
ENSG00000068697,D5/D6,0.00414,-0.26,non-DEG,LAPTM4A,
ENSG00000068784,D5/D6,0.0173,-0.181,non-DEG,SRBD1,
ENSG00000068796,D5/D6,0.000686,0.253,non-DEG,KIF2A,
ENSG00000068831,D5/D6,0.00548,-0.54,non-DEG,RASGRP2,
ENSG00000068878,D5/D6,0.000232,0.312,non-DEG,PSME4,
ENSG00000068885,D5/D6,0.0452,-0.199,non-DEG,IFT80,
ENSG00000068912,D5/D6,0.00592,-0.226,non-DEG,ERLEC1,
ENSG00000068971,D5/D6,0.000312,-0.575,non-DEG,PPP2R5B,
ENSG00000068976,D5/D6,0.00443,-0.67,non-DEG,PYGM,
ENSG00000069011,D5/D6,0.00149,1.037,up-regulate,PITX1,
ENSG00000069020,D5/D6,8.33E-07,1.769,up-regulate,MAST4,
ENSG00000069248,D5/D6,0.00824,0.156,non-DEG,NUP133,
ENSG00000069329,D5/D6,0.00014,0.229,non-DEG,VPS35,
ENSG00000069345,D5/D6,0.0209,0.121,non-DEG,DNAJA2,
ENSG00000069399,D5/D6,1.96E-06,-1.33,down-regulate,BCL3,
ENSG00000069424,D5/D6,0.000538,0.236,non-DEG,KCNAB2,
ENSG00000069493,D5/D6,6.66E-10,-2.669,down-regulate,CLEC2D,
ENSG00000069702,D5/D6,4.81E-08,1.996,up-regulate,TGFBR3,
ENSG00000069812,D5/D6,0.00974,-1.102,down-regulate,HES2,
ENSG00000069849,D5/D6,0.0221,0.241,non-DEG,ATP1B3,
ENSG00000069869,D5/D6,1.23E-05,1.005,up-regulate,NEDD4,
ENSG00000069956,D5/D6,0.00891,0.126,non-DEG,MAPK6,
ENSG00000069966,D5/D6,1.07E-06,0.908,non-DEG,GNB5,
ENSG00000069998,D5/D6,0.0476,0.399,non-DEG,HDHD5,
ENSG00000070010,D5/D6,6.56E-05,-0.405,non-DEG,UFD1,
ENSG00000070018,D5/D6,0.000645,0.391,non-DEG,LRP6,
ENSG00000070081,D5/D6,2.25E-06,-1.231,down-regulate,NUCB2,
ENSG00000070087,D5/D6,0.0484,0.421,non-DEG,PFN2,
ENSG00000070159,D5/D6,0.000509,1.275,up-regulate,PTPN3,
ENSG00000070190,D5/D6,3.70E-05,-0.492,non-DEG,DAPP1,
ENSG00000070214,D5/D6,7.15E-05,-0.693,non-DEG,SLC44A1,
ENSG00000070367,D5/D6,0.0739,-0.126,non-DEG,EXOC5,
ENSG00000070404,D5/D6,0.044,-0.859,non-DEG,FSTL3,
ENSG00000070423,D5/D6,0.00733,0.266,non-DEG,RNF126,
ENSG00000070444,D5/D6,0.00112,0.39,non-DEG,MNT,
ENSG00000070495,D5/D6,0.0122,-0.205,non-DEG,JMJD6,
ENSG00000070501,D5/D6,0.000472,0.435,non-DEG,POLB,
ENSG00000070540,D5/D6,0.000287,-0.37,non-DEG,WIPI1,
ENSG00000070614,D5/D6,0.0106,0.296,non-DEG,NDST1,
ENSG00000070718,D5/D6,2.86E-07,0.788,non-DEG,AP3M2,
ENSG00000070731,D5/D6,0.0612,-0.423,non-DEG,ST6GALNAC2,
ENSG00000070756,D5/D6,5.27E-05,0.45,non-DEG,PABPC1,
ENSG00000070759,D5/D6,0.00258,-0.356,non-DEG,TESK2,
ENSG00000070761,D5/D6,0.0441,0.17,non-DEG,CFAP20,
ENSG00000070770,D5/D6,0.00416,0.161,non-DEG,CSNK2A2,
ENSG00000070778,D5/D6,0.0503,0.747,non-DEG,PTPN21,
ENSG00000070814,D5/D6,0.000279,0.335,non-DEG,TCOF1,
ENSG00000070831,D5/D6,0.296,-0.026,non-DEG,CDC42,
ENSG00000070882,D5/D6,1.39E-05,0.454,non-DEG,OSBPL3,
ENSG00000070915,D5/D6,0.0318,-0.973,down-regulate,SLC12A3,
ENSG00000071051,D5/D6,0.0114,-0.272,non-DEG,NCK2,
ENSG00000071073,D5/D6,0.000809,-0.814,down-regulate,MGAT4A,
ENSG00000071082,D5/D6,5.13E-05,0.39,non-DEG,RPL31,
ENSG00000071189,D5/D6,0.00318,-0.317,non-DEG,SNX13,
ENSG00000071205,D5/D6,0.000328,0.365,non-DEG,ARHGAP10,
ENSG00000071242,D5/D6,9.13E-05,-0.57,non-DEG,RPS6KA2,
ENSG00000071243,D5/D6,0.00303,-0.277,non-DEG,ING3,
ENSG00000071246,D5/D6,0.022,0.332,non-DEG,VASH1,
ENSG00000071282,D5/D6,0.203,-0.219,non-DEG,LMCD1,
ENSG00000071462,D5/D6,0.00194,0.256,non-DEG,BUD23,
ENSG00000071537,D5/D6,3.02E-08,-0.687,non-DEG,SEL1L,
ENSG00000071539,D5/D6,0.028,0.367,non-DEG,TRIP13,
ENSG00000071564,D5/D6,0.0716,-0.13,non-DEG,TCF3,
ENSG00000071575,D5/D6,5.47E-08,1.974,up-regulate,TRIB2,
ENSG00000071626,D5/D6,0.000133,0.363,non-DEG,DAZAP1,
ENSG00000071655,D5/D6,0.00182,0.342,non-DEG,MBD3,
ENSG00000071794,D5/D6,0.000841,0.411,non-DEG,HLTF,
ENSG00000071859,D5/D6,0.0799,0.108,non-DEG,FAM50A,
ENSG00000071894,D5/D6,0.0428,0.128,non-DEG,CPSF1,
ENSG00000071909,D5/D6,6.32E-07,-2.253,down-regulate,MYO3B,
ENSG00000071967,D5/D6,0.023,0.192,non-DEG,CYBRD1,
ENSG00000071994,D5/D6,0.000303,0.334,non-DEG,PDCD2,
ENSG00000072062,D5/D6,0.175,-0.2,non-DEG,PRKACA,
ENSG00000072071,D5/D6,0.0819,0.255,non-DEG,ADGRL1,
ENSG00000072110,D5/D6,1.20E-06,1.353,up-regulate,ACTN1,
ENSG00000072121,D5/D6,0.0187,0.12,non-DEG,ZFYVE26,
ENSG00000072134,D5/D6,0.0277,-0.235,non-DEG,EPN2,
ENSG00000072135,D5/D6,0.00157,0.303,non-DEG,PTPN18,
ENSG00000072163,D5/D6,0.0237,-0.85,non-DEG,LIMS2,
ENSG00000072210,D5/D6,0.0282,0.261,non-DEG,ALDH3A2,
ENSG00000072274,D5/D6,0.0599,-0.207,non-DEG,TFRC,
ENSG00000072310,D5/D6,0.0214,-0.174,non-DEG,SREBF1,
ENSG00000072315,D5/D6,0.00171,0.716,non-DEG,TRPC5,
ENSG00000072364,D5/D6,0.0204,-0.146,non-DEG,AFF4,
ENSG00000072415,D5/D6,0.0544,-0.145,non-DEG,PALS1,
ENSG00000072501,D5/D6,4.95E-06,0.389,non-DEG,SMC1A,
ENSG00000072506,D5/D6,0.0197,0.205,non-DEG,HSD17B10,
ENSG00000072571,D5/D6,0.000299,-0.654,non-DEG,HMMR,
ENSG00000072609,D5/D6,0.00552,-0.218,non-DEG,CHFR,
ENSG00000072682,D5/D6,1.47E-07,-2.481,down-regulate,P4HA2,
ENSG00000072756,D5/D6,0.0273,0.211,non-DEG,TRNT1,
ENSG00000072778,D5/D6,0.000432,-0.307,non-DEG,ACADVL,
ENSG00000072786,D5/D6,1.67E-05,0.319,non-DEG,STK10,
ENSG00000072803,D5/D6,0.188,0.116,non-DEG,FBXW11,
ENSG00000072818,D5/D6,0.00845,0.147,non-DEG,ACAP1,
ENSG00000072832,D5/D6,0.0648,-0.434,non-DEG,CRMP1,
ENSG00000072840,D5/D6,0.00299,-0.431,non-DEG,EVC,
ENSG00000072849,D5/D6,0.0027,-0.308,non-DEG,DERL2,
ENSG00000072858,D5/D6,0.00183,-0.234,non-DEG,SIDT1,
ENSG00000072864,D5/D6,0.0774,0.101,non-DEG,NDE1,
ENSG00000072958,D5/D6,0.00582,-0.382,non-DEG,AP1M1,
ENSG00000073008,D5/D6,0.00142,1.264,up-regulate,PVR,
ENSG00000073111,D5/D6,4.52E-06,0.808,non-DEG,MCM2,
ENSG00000073150,D5/D6,0.000158,-1.078,down-regulate,PANX2,
ENSG00000073282,D5/D6,0.00517,-1.242,down-regulate,TP63,
ENSG00000073331,D5/D6,8.10E-08,-0.969,down-regulate,ALPK1,
ENSG00000073350,D5/D6,0.00788,0.443,non-DEG,LLGL2,
ENSG00000073417,D5/D6,0.0121,0.227,non-DEG,PDE8A,
ENSG00000073464,D5/D6,2.16E-05,-2.239,down-regulate,CLCN4,
ENSG00000073536,D5/D6,5.81E-06,0.741,non-DEG,NLE1,
ENSG00000073598,D5/D6,0.249,0.444,non-DEG,FNDC8,
ENSG00000073614,D5/D6,0.0947,0.001,non-DEG,KDM5A,
ENSG00000073670,D5/D6,0.00585,-0.967,down-regulate,ADAM11,
ENSG00000073737,D5/D6,1.59E-06,-2.466,down-regulate,DHRS9,
ENSG00000073756,D5/D6,0.111,-0.596,non-DEG,PTGS2,
ENSG00000073861,D5/D6,1.17E-07,-3.038,down-regulate,TBX21,
ENSG00000073910,D5/D6,5.37E-06,-0.795,non-DEG,FRY,
ENSG00000073921,D5/D6,0.0165,-0.16,non-DEG,PICALM,
ENSG00000073969,D5/D6,0.0188,-0.138,non-DEG,NSF,
ENSG00000074054,D5/D6,0.0189,-0.137,non-DEG,CLASP1,
ENSG00000074071,D5/D6,0.0141,0.266,non-DEG,MRPS34,
ENSG00000074201,D5/D6,0.00136,0.314,non-DEG,CLNS1A,
ENSG00000074219,D5/D6,0.131,-0.298,non-DEG,TEAD2,
ENSG00000074266,D5/D6,0.000353,-0.288,non-DEG,EED,
ENSG00000074416,D5/D6,0.000293,0.238,non-DEG,MGLL,
ENSG00000074582,D5/D6,0.00333,0.396,non-DEG,BCS1L,
ENSG00000074621,D5/D6,0.014,-0.331,non-DEG,SLC24A1,
ENSG00000074657,D5/D6,0.0299,-0.735,non-DEG,ZNF532,
ENSG00000074660,D5/D6,7.49E-05,-1.174,down-regulate,SCARF1,
ENSG00000074696,D5/D6,0.0368,0.203,non-DEG,HACD3,
ENSG00000074706,D5/D6,2.52E-07,-1.954,down-regulate,IPCEF1,
ENSG00000074800,D5/D6,0.299,0.046,non-DEG,ENO1,
ENSG00000074842,D5/D6,0.0352,-0.233,non-DEG,MYDGF,
ENSG00000074855,D5/D6,0.00515,0.466,non-DEG,ANO8,
ENSG00000074935,D5/D6,0.00521,0.201,non-DEG,TUBE1,
ENSG00000074964,D5/D6,7.83E-07,2.588,up-regulate,ARHGEF10L,
ENSG00000075073,D5/D6,0.0937,0.274,non-DEG,TACR2,
ENSG00000075131,D5/D6,0.000364,0.592,non-DEG,TIPIN,
ENSG00000075142,D5/D6,0.0563,0.136,non-DEG,SRI,
ENSG00000075151,D5/D6,0.00278,0.197,non-DEG,EIF4G3,
ENSG00000075218,D5/D6,0.00378,-0.506,non-DEG,GTSE1,
ENSG00000075239,D5/D6,0.00637,0.249,non-DEG,ACAT1,
ENSG00000075240,D5/D6,0.00504,0.256,non-DEG,GRAMD4,
ENSG00000075275,D5/D6,2.00E-08,3.348,up-regulate,CELSR1,
ENSG00000075303,D5/D6,0.056,-0.115,non-DEG,SLC25A40,
ENSG00000075391,D5/D6,0.248,-0.38,non-DEG,RASAL2,
ENSG00000075399,D5/D6,0.0292,-0.114,non-DEG,VPS9D1,
ENSG00000075407,D5/D6,0.00261,-0.231,non-DEG,ZNF37A,
ENSG00000075413,D5/D6,0.152,-0.096,non-DEG,MARK3,
ENSG00000075415,D5/D6,0.00141,0.179,non-DEG,SLC25A3,
ENSG00000075420,D5/D6,1.13E-07,-1.2,down-regulate,FNDC3B,
ENSG00000075568,D5/D6,2.26E-06,-0.565,non-DEG,TMEM131,
ENSG00000075618,D5/D6,0.105,0.113,non-DEG,FSCN1,
ENSG00000075624,D5/D6,0.0193,-0.23,non-DEG,ACTB,
ENSG00000075643,D5/D6,0.0121,-0.442,non-DEG,MOCOS,
ENSG00000075651,D5/D6,1.19E-07,-1.633,down-regulate,PLD1,
ENSG00000075711,D5/D6,0.00529,-0.199,non-DEG,DLG1,
ENSG00000075785,D5/D6,0.0014,0.276,non-DEG,RAB7A,
ENSG00000075826,D5/D6,0.0691,0.208,non-DEG,SEC31B,
ENSG00000075856,D5/D6,0.0109,0.128,non-DEG,SART3,
ENSG00000075884,D5/D6,0.00206,0.237,non-DEG,ARHGAP15,
ENSG00000075886,D5/D6,0.057,0.447,non-DEG,TUBA3D,
ENSG00000075914,D5/D6,0.000782,0.329,non-DEG,EXOSC7,
ENSG00000075945,D5/D6,0.00018,-0.491,non-DEG,KIFAP3,
